,user_id,question_id,mid,Overall DA Score,Content Adequacy,Conciseness,Fluency,sourcerer_id
1586,RTGqHBjTkY28r0TF7XZj,73,1.0,1.0,2.0,3.0,5.0,40443898
1587,RTGqHBjTkY28r0TF7XZj,73,2.0,88.0,5.0,4.0,5.0,40443898
1588,RTGqHBjTkY28r0TF7XZj,73,3.0,88.0,5.0,4.0,5.0,40443898
1589,RTGqHBjTkY28r0TF7XZj,73,4.0,99.0,5.0,5.0,5.0,40443898
1590,RTGqHBjTkY28r0TF7XZj,73,5.0,2.0,1.0,4.0,5.0,40443898
1591,TPsV90U7OvmFne2E5Blv,73,0.0,62.0,5.0,3.0,5.0,40443898
1592,TPsV90U7OvmFne2E5Blv,73,1.0,60.0,4.0,5.0,4.0,40443898
1593,TPsV90U7OvmFne2E5Blv,73,2.0,79.0,5.0,4.0,5.0,40443898
1594,TPsV90U7OvmFne2E5Blv,73,3.0,79.0,5.0,4.0,5.0,40443898
1595,TPsV90U7OvmFne2E5Blv,73,4.0,70.0,4.0,5.0,4.0,40443898
1596,TPsV90U7OvmFne2E5Blv,73,5.0,52.0,3.0,5.0,5.0,40443898
1597,UjLHllYXeqxAoTQ4usFD,73,0.0,71.0,3.0,2.0,4.0,40443898
1598,UjLHllYXeqxAoTQ4usFD,73,1.0,8.0,2.0,2.0,4.0,40443898
1599,UjLHllYXeqxAoTQ4usFD,73,2.0,79.0,5.0,3.0,5.0,40443898
1600,UjLHllYXeqxAoTQ4usFD,73,3.0,79.0,5.0,3.0,5.0,40443898
1601,UjLHllYXeqxAoTQ4usFD,73,4.0,90.0,5.0,4.0,5.0,40443898
1602,UjLHllYXeqxAoTQ4usFD,73,5.0,5.0,1.0,2.0,4.0,40443898
1603,6Cm8weQgEFOtTgu3LRbO,255,0.0,61.0,3.0,4.0,4.0,7956283
1604,6Cm8weQgEFOtTgu3LRbO,255,1.0,38.0,2.0,1.0,1.0,7956283
1605,6Cm8weQgEFOtTgu3LRbO,255,2.0,100.0,5.0,5.0,5.0,7956283
1606,6Cm8weQgEFOtTgu3LRbO,255,3.0,39.0,3.0,3.0,2.0,7956283
1607,6Cm8weQgEFOtTgu3LRbO,255,4.0,11.0,2.0,4.0,4.0,7956283
1608,6Cm8weQgEFOtTgu3LRbO,255,5.0,10.0,2.0,4.0,4.0,7956283
1609,VEIASWam8JwJZCTh9Fpm,255,0.0,83.0,5.0,5.0,5.0,7956283
1610,VEIASWam8JwJZCTh9Fpm,255,1.0,70.0,5.0,4.0,5.0,7956283
1611,VEIASWam8JwJZCTh9Fpm,255,2.0,94.0,5.0,4.0,5.0,7956283
1612,VEIASWam8JwJZCTh9Fpm,255,3.0,57.0,4.0,3.0,4.0,7956283
1613,VEIASWam8JwJZCTh9Fpm,255,4.0,16.0,3.0,3.0,4.0,7956283
1614,VEIASWam8JwJZCTh9Fpm,255,5.0,14.0,1.0,2.0,2.0,7956283
1615,ZAnCEHfIyt2TEHHicPRw,255,0.0,90.0,2.0,2.0,3.0,7956283
1616,ZAnCEHfIyt2TEHHicPRw,255,1.0,55.0,1.0,2.0,1.0,7956283
1617,ZAnCEHfIyt2TEHHicPRw,255,2.0,80.0,2.0,2.0,3.0,7956283
1618,ZAnCEHfIyt2TEHHicPRw,255,3.0,69.0,1.0,4.0,4.0,7956283
1619,ZAnCEHfIyt2TEHHicPRw,255,4.0,33.0,1.0,2.0,2.0,7956283
1620,ZAnCEHfIyt2TEHHicPRw,255,5.0,58.0,1.0,3.0,4.0,7956283
1621,6Cm8weQgEFOtTgu3LRbO,286,0.0,3.0,1.0,1.0,1.0,26546706
1622,6Cm8weQgEFOtTgu3LRbO,286,2.0,21.0,2.0,3.0,3.0,26546706
1623,6Cm8weQgEFOtTgu3LRbO,286,3.0,22.0,2.0,3.0,3.0,26546706
1624,6Cm8weQgEFOtTgu3LRbO,286,4.0,20.0,2.0,3.0,3.0,26546706
1625,6Cm8weQgEFOtTgu3LRbO,286,5.0,7.0,1.0,3.0,3.0,26546706
1626,TKojgZtO9H19c8aQLqtg,286,1.0,30.0,3.0,2.0,3.0,26546706
1627,YeOxWI1NGuI8oeqliRGy,286,1.0,24.0,2.0,5.0,2.0,26546706
1628,cuQhqYgprMUVViT96DQm,286,0.0,4.0,1.0,3.0,1.0,26546706
1629,cuQhqYgprMUVViT96DQm,286,2.0,100.0,4.0,4.0,4.0,26546706
1630,cuQhqYgprMUVViT96DQm,286,3.0,60.0,3.0,4.0,4.0,26546706
1631,cuQhqYgprMUVViT96DQm,286,4.0,80.0,3.0,4.0,3.0,26546706
1632,cuQhqYgprMUVViT96DQm,286,5.0,3.0,2.0,3.0,3.0,26546706
1633,ruVJVEEGNraoVbEqkt4P,286,0.0,10.0,1.0,1.0,1.0,26546706
1634,ruVJVEEGNraoVbEqkt4P,286,2.0,60.0,3.0,4.0,5.0,26546706
1635,ruVJVEEGNraoVbEqkt4P,286,3.0,60.0,3.0,4.0,5.0,26546706
1636,ruVJVEEGNraoVbEqkt4P,286,4.0,60.0,3.0,4.0,5.0,26546706
1637,ruVJVEEGNraoVbEqkt4P,286,5.0,21.0,2.0,2.0,5.0,26546706
1638,6Cm8weQgEFOtTgu3LRbO,315,0.0,100.0,5.0,3.0,4.0,23014315
1639,6Cm8weQgEFOtTgu3LRbO,315,1.0,95.0,5.0,5.0,5.0,23014315
1640,6Cm8weQgEFOtTgu3LRbO,315,2.0,100.0,5.0,5.0,5.0,23014315
1641,6Cm8weQgEFOtTgu3LRbO,315,3.0,100.0,5.0,5.0,5.0,23014315
1642,6Cm8weQgEFOtTgu3LRbO,315,4.0,51.0,2.0,4.0,3.0,23014315
1643,6Cm8weQgEFOtTgu3LRbO,315,5.0,10.0,1.0,3.0,4.0,23014315
1644,lZ2DNxtEcmPEOpmirEUd,315,0.0,100.0,5.0,5.0,5.0,23014315
1645,lZ2DNxtEcmPEOpmirEUd,315,1.0,98.0,5.0,5.0,5.0,23014315
1646,lZ2DNxtEcmPEOpmirEUd,315,2.0,98.0,5.0,5.0,5.0,23014315
1647,lZ2DNxtEcmPEOpmirEUd,315,3.0,98.0,5.0,5.0,5.0,23014315
1648,lZ2DNxtEcmPEOpmirEUd,315,4.0,0.0,1.0,5.0,5.0,23014315
1649,lZ2DNxtEcmPEOpmirEUd,315,5.0,20.0,2.0,5.0,5.0,23014315
1650,6Cm8weQgEFOtTgu3LRbO,324,0.0,80.0,4.0,3.0,3.0,12533100
1651,6Cm8weQgEFOtTgu3LRbO,324,1.0,65.0,2.0,1.0,1.0,12533100
1652,6Cm8weQgEFOtTgu3LRbO,324,2.0,10.0,1.0,1.0,2.0,12533100
1653,6Cm8weQgEFOtTgu3LRbO,324,3.0,30.0,2.0,2.0,3.0,12533100
1654,6Cm8weQgEFOtTgu3LRbO,324,4.0,11.0,1.0,3.0,3.0,12533100
1655,6Cm8weQgEFOtTgu3LRbO,324,5.0,1.0,1.0,2.0,1.0,12533100
1656,jvZX454cqEqzgMxuTPVr,324,0.0,100.0,5.0,5.0,5.0,12533100
1657,jvZX454cqEqzgMxuTPVr,324,1.0,2.0,1.0,5.0,5.0,12533100
1658,jvZX454cqEqzgMxuTPVr,324,2.0,4.0,1.0,5.0,1.0,12533100
1659,jvZX454cqEqzgMxuTPVr,324,3.0,1.0,1.0,5.0,5.0,12533100
1660,jvZX454cqEqzgMxuTPVr,324,4.0,5.0,1.0,5.0,5.0,12533100
1661,jvZX454cqEqzgMxuTPVr,324,5.0,0.0,1.0,5.0,5.0,12533100
1662,vkoNFkZQrx6if1zMUvcb,324,0.0,59.0,0.0,0.0,0.0,12533100
1663,vkoNFkZQrx6if1zMUvcb,324,1.0,59.0,4.0,4.0,4.0,12533100
1664,vkoNFkZQrx6if1zMUvcb,324,2.0,0.0,2.0,3.0,1.0,12533100
1665,vkoNFkZQrx6if1zMUvcb,324,3.0,65.0,4.0,4.0,4.0,12533100
1666,vkoNFkZQrx6if1zMUvcb,324,4.0,65.0,2.0,3.0,2.0,12533100
1667,vkoNFkZQrx6if1zMUvcb,324,5.0,49.0,0.0,0.0,0.0,12533100
1668,6Cm8weQgEFOtTgu3LRbO,360,0.0,22.0,2.0,2.0,2.0,19372919
1669,6Cm8weQgEFOtTgu3LRbO,360,1.0,70.0,3.0,3.0,3.0,19372919
1670,6Cm8weQgEFOtTgu3LRbO,360,2.0,70.0,3.0,3.0,3.0,19372919
1671,6Cm8weQgEFOtTgu3LRbO,360,3.0,70.0,3.0,3.0,3.0,19372919
1672,6Cm8weQgEFOtTgu3LRbO,360,4.0,70.0,3.0,3.0,3.0,19372919
1673,6Cm8weQgEFOtTgu3LRbO,360,5.0,10.0,2.0,1.0,2.0,19372919
1674,XR6ZTlW6xLUKy0nyTAe9,360,0.0,82.0,5.0,5.0,3.0,19372919
1675,XR6ZTlW6xLUKy0nyTAe9,360,1.0,83.0,4.0,4.0,4.0,19372919
1676,XR6ZTlW6xLUKy0nyTAe9,360,2.0,83.0,4.0,4.0,3.0,19372919
1677,XR6ZTlW6xLUKy0nyTAe9,360,3.0,83.0,4.0,4.0,4.0,19372919
1678,XR6ZTlW6xLUKy0nyTAe9,360,4.0,83.0,4.0,4.0,4.0,19372919
1679,XR6ZTlW6xLUKy0nyTAe9,360,5.0,1.0,1.0,1.0,2.0,19372919
1680,Z6NroubrUkexF0pG9cSt,360,0.0,3.0,1.0,1.0,1.0,19372919
1681,Z6NroubrUkexF0pG9cSt,360,1.0,60.0,4.0,1.0,5.0,19372919
1682,Z6NroubrUkexF0pG9cSt,360,2.0,60.0,4.0,1.0,5.0,19372919
1683,Z6NroubrUkexF0pG9cSt,360,3.0,60.0,4.0,1.0,5.0,19372919
1684,Z6NroubrUkexF0pG9cSt,360,4.0,60.0,4.0,1.0,5.0,19372919
1685,Z6NroubrUkexF0pG9cSt,360,5.0,1.0,1.0,1.0,1.0,19372919
1686,6Cm8weQgEFOtTgu3LRbO,380,0.0,90.0,4.0,4.0,4.0,33652952
1687,6Cm8weQgEFOtTgu3LRbO,380,1.0,90.0,4.0,4.0,4.0,33652952
1688,6Cm8weQgEFOtTgu3LRbO,380,2.0,50.0,4.0,3.0,4.0,33652952
1689,6Cm8weQgEFOtTgu3LRbO,380,3.0,80.0,4.0,4.0,4.0,33652952
1690,6Cm8weQgEFOtTgu3LRbO,380,4.0,81.0,4.0,3.0,4.0,33652952
1691,6Cm8weQgEFOtTgu3LRbO,380,5.0,0.0,2.0,2.0,2.0,33652952
1692,8cWMHTCDoW4pPRtgGsxl,380,0.0,90.0,4.0,5.0,5.0,33652952
1693,8cWMHTCDoW4pPRtgGsxl,380,1.0,83.0,4.0,5.0,4.0,33652952
1694,8cWMHTCDoW4pPRtgGsxl,380,2.0,10.0,2.0,4.0,2.0,33652952
1695,8cWMHTCDoW4pPRtgGsxl,380,3.0,70.0,3.0,5.0,4.0,33652952
1696,8cWMHTCDoW4pPRtgGsxl,380,4.0,10.0,2.0,4.0,3.0,33652952
1697,8cWMHTCDoW4pPRtgGsxl,380,5.0,3.0,1.0,1.0,1.0,33652952
1698,p7DjhGUik7gMaA0POBMl,380,0.0,5.0,0.0,0.0,0.0,33652952
1699,p7DjhGUik7gMaA0POBMl,380,1.0,1.0,0.0,0.0,0.0,33652952
1700,p7DjhGUik7gMaA0POBMl,380,2.0,3.0,0.0,0.0,0.0,33652952
1701,p7DjhGUik7gMaA0POBMl,380,3.0,4.0,0.0,0.0,0.0,33652952
1702,p7DjhGUik7gMaA0POBMl,380,4.0,2.0,0.0,0.0,0.0,33652952
1703,p7DjhGUik7gMaA0POBMl,380,5.0,0.0,0.0,0.0,0.0,33652952
1704,xQ7oHuMgdfGTxD7c82Nq,380,0.0,100.0,5.0,5.0,5.0,33652952
1705,xQ7oHuMgdfGTxD7c82Nq,380,1.0,100.0,5.0,5.0,5.0,33652952
1706,xQ7oHuMgdfGTxD7c82Nq,380,2.0,50.0,3.0,3.0,4.0,33652952
1707,xQ7oHuMgdfGTxD7c82Nq,380,3.0,81.0,4.0,5.0,5.0,33652952
1708,xQ7oHuMgdfGTxD7c82Nq,380,4.0,46.0,3.0,3.0,2.0,33652952
1709,xQ7oHuMgdfGTxD7c82Nq,380,5.0,1.0,1.0,3.0,4.0,33652952
1710,6Oma5lQu71VLc6ATavJB,165,0.0,4.0,3.0,5.0,5.0,22672070
1711,6Oma5lQu71VLc6ATavJB,165,1.0,2.0,1.0,1.0,1.0,22672070
1712,6Oma5lQu71VLc6ATavJB,165,2.0,76.0,5.0,5.0,5.0,22672070
1713,6Oma5lQu71VLc6ATavJB,165,3.0,77.0,4.0,5.0,5.0,22672070
1714,6Oma5lQu71VLc6ATavJB,165,4.0,92.0,3.0,5.0,5.0,22672070
1715,6Oma5lQu71VLc6ATavJB,165,5.0,15.0,2.0,2.0,5.0,22672070
1716,IdVkr1qUMzlvXabrkXjy,165,0.0,22.0,3.0,4.0,2.0,22672070
1717,IdVkr1qUMzlvXabrkXjy,165,1.0,1.0,1.0,1.0,4.0,22672070
1718,IdVkr1qUMzlvXabrkXjy,165,2.0,2.0,2.0,2.0,4.0,22672070
1719,IdVkr1qUMzlvXabrkXjy,165,3.0,0.0,1.0,1.0,4.0,22672070
1720,IdVkr1qUMzlvXabrkXjy,165,4.0,5.0,3.0,3.0,4.0,22672070
1721,IdVkr1qUMzlvXabrkXjy,165,5.0,0.0,2.0,1.0,4.0,22672070
1722,cleAq2ioAlfn0f46Mm1C,165,0.0,100.0,5.0,4.0,5.0,22672070
1723,cleAq2ioAlfn0f46Mm1C,165,1.0,0.0,1.0,1.0,5.0,22672070
1724,cleAq2ioAlfn0f46Mm1C,165,2.0,100.0,5.0,5.0,5.0,22672070
1725,cleAq2ioAlfn0f46Mm1C,165,3.0,100.0,5.0,5.0,5.0,22672070
1726,cleAq2ioAlfn0f46Mm1C,165,4.0,29.0,2.0,5.0,5.0,22672070
1727,cleAq2ioAlfn0f46Mm1C,165,5.0,3.0,2.0,5.0,5.0,22672070
1728,woP8xAoil46mHlH9HOLs,165,0.0,21.0,2.0,2.0,2.0,22672070
1729,woP8xAoil46mHlH9HOLs,165,1.0,50.0,3.0,4.0,2.0,22672070
1730,woP8xAoil46mHlH9HOLs,165,2.0,95.0,5.0,5.0,5.0,22672070
1731,woP8xAoil46mHlH9HOLs,165,3.0,95.0,5.0,5.0,5.0,22672070
1732,woP8xAoil46mHlH9HOLs,165,4.0,60.0,3.0,3.0,4.0,22672070
1733,woP8xAoil46mHlH9HOLs,165,5.0,51.0,3.0,4.0,3.0,22672070
1734,6Oma5lQu71VLc6ATavJB,253,0.0,97.0,5.0,5.0,5.0,34609490
1735,6Oma5lQu71VLc6ATavJB,253,1.0,2.0,2.0,1.0,2.0,34609490
1736,6Oma5lQu71VLc6ATavJB,253,2.0,5.0,1.0,1.0,1.0,34609490
1737,6Oma5lQu71VLc6ATavJB,253,3.0,74.0,3.0,5.0,5.0,34609490
1738,6Oma5lQu71VLc6ATavJB,253,4.0,32.0,1.0,5.0,5.0,34609490
1739,6Oma5lQu71VLc6ATavJB,253,5.0,3.0,1.0,5.0,5.0,34609490
1740,YLznrodFjw48Kluh7mlA,253,0.0,82.0,5.0,5.0,5.0,34609490
1741,YLznrodFjw48Kluh7mlA,253,1.0,5.0,1.0,1.0,1.0,34609490
1742,YLznrodFjw48Kluh7mlA,253,2.0,2.0,1.0,1.0,1.0,34609490
1743,YLznrodFjw48Kluh7mlA,253,3.0,20.0,4.0,4.0,4.0,34609490
1744,YLznrodFjw48Kluh7mlA,253,4.0,20.0,1.0,1.0,1.0,34609490
1745,YLznrodFjw48Kluh7mlA,253,5.0,0.0,1.0,1.0,1.0,34609490
1746,xO8hpTrET6cmtyh2yJwI,253,0.0,5.0,2.0,4.0,5.0,34609490
1747,xO8hpTrET6cmtyh2yJwI,253,1.0,2.0,2.0,5.0,4.0,34609490
1748,xO8hpTrET6cmtyh2yJwI,253,2.0,4.0,1.0,2.0,1.0,34609490
1749,xO8hpTrET6cmtyh2yJwI,253,3.0,15.0,2.0,4.0,3.0,34609490
1750,xO8hpTrET6cmtyh2yJwI,253,4.0,10.0,2.0,4.0,3.0,34609490
1751,xO8hpTrET6cmtyh2yJwI,253,5.0,5.0,1.0,2.0,3.0,34609490
1752,6Oma5lQu71VLc6ATavJB,265,0.0,88.0,4.0,5.0,5.0,39255758
1753,6Oma5lQu71VLc6ATavJB,265,2.0,37.0,3.0,4.0,5.0,39255758
1754,6Oma5lQu71VLc6ATavJB,265,3.0,100.0,4.0,4.0,5.0,39255758
1755,6Oma5lQu71VLc6ATavJB,265,4.0,100.0,4.0,4.0,5.0,39255758
1756,6Oma5lQu71VLc6ATavJB,265,5.0,2.0,1.0,5.0,5.0,39255758
1757,F1Wkdh3084XqsME8q3t6,265,1.0,17.0,2.0,5.0,5.0,39255758
1758,Fq4gMagKjpN7nOzT8xUF,265,0.0,80.0,4.0,4.0,4.0,39255758
1759,Fq4gMagKjpN7nOzT8xUF,265,2.0,0.0,1.0,2.0,3.0,39255758
1760,Fq4gMagKjpN7nOzT8xUF,265,3.0,40.0,2.0,3.0,3.0,39255758
1761,Fq4gMagKjpN7nOzT8xUF,265,4.0,40.0,2.0,3.0,3.0,39255758
1762,Fq4gMagKjpN7nOzT8xUF,265,5.0,3.0,1.0,2.0,3.0,39255758
1763,YeOxWI1NGuI8oeqliRGy,265,1.0,21.0,2.0,5.0,4.0,39255758
1764,6Oma5lQu71VLc6ATavJB,274,0.0,72.0,5.0,4.0,4.0,19470642
1765,6Oma5lQu71VLc6ATavJB,274,1.0,72.0,5.0,4.0,4.0,19470642
1766,6Oma5lQu71VLc6ATavJB,274,2.0,72.0,5.0,4.0,4.0,19470642
1767,6Oma5lQu71VLc6ATavJB,274,3.0,72.0,5.0,4.0,4.0,19470642
1768,6Oma5lQu71VLc6ATavJB,274,4.0,72.0,5.0,4.0,4.0,19470642
1769,6Oma5lQu71VLc6ATavJB,274,5.0,8.0,3.0,4.0,5.0,19470642
1770,XFvy1ChD65gtfDauQ3eI,274,0.0,50.0,3.0,3.0,3.0,19470642
1771,XFvy1ChD65gtfDauQ3eI,274,1.0,50.0,3.0,3.0,3.0,19470642
1772,XFvy1ChD65gtfDauQ3eI,274,2.0,50.0,3.0,3.0,3.0,19470642
1773,XFvy1ChD65gtfDauQ3eI,274,3.0,50.0,3.0,3.0,3.0,19470642
1774,XFvy1ChD65gtfDauQ3eI,274,4.0,50.0,3.0,3.0,3.0,19470642
1775,XFvy1ChD65gtfDauQ3eI,274,5.0,1.0,1.0,1.0,5.0,19470642
1776,6Oma5lQu71VLc6ATavJB,313,0.0,2.0,1.0,1.0,1.0,22218609
1777,6Oma5lQu71VLc6ATavJB,313,1.0,93.0,5.0,5.0,5.0,22218609
1778,6Oma5lQu71VLc6ATavJB,313,2.0,9.0,4.0,4.0,3.0,22218609
1779,6Oma5lQu71VLc6ATavJB,313,3.0,94.0,5.0,4.0,5.0,22218609
1780,6Oma5lQu71VLc6ATavJB,313,4.0,89.0,3.0,3.0,2.0,22218609
1781,6Oma5lQu71VLc6ATavJB,313,5.0,81.0,4.0,4.0,3.0,22218609
1782,GycJtshGCA9pHa1p5hmt,313,0.0,84.0,5.0,5.0,4.0,22218609
1783,GycJtshGCA9pHa1p5hmt,313,1.0,16.0,4.0,5.0,5.0,22218609
1784,GycJtshGCA9pHa1p5hmt,313,2.0,26.0,3.0,5.0,4.0,22218609
1785,GycJtshGCA9pHa1p5hmt,313,3.0,93.0,4.0,5.0,5.0,22218609
1786,GycJtshGCA9pHa1p5hmt,313,4.0,9.0,4.0,5.0,5.0,22218609
1787,GycJtshGCA9pHa1p5hmt,313,5.0,0.0,1.0,4.0,2.0,22218609
1788,6Oma5lQu71VLc6ATavJB,335,0.0,97.0,5.0,5.0,5.0,28112243
1789,6Oma5lQu71VLc6ATavJB,335,1.0,96.0,3.0,5.0,5.0,28112243
1790,6Oma5lQu71VLc6ATavJB,335,2.0,98.0,5.0,5.0,5.0,28112243
1791,6Oma5lQu71VLc6ATavJB,335,3.0,100.0,1.0,5.0,4.0,28112243
1792,6Oma5lQu71VLc6ATavJB,335,4.0,100.0,5.0,5.0,5.0,28112243
1793,6Oma5lQu71VLc6ATavJB,335,5.0,9.0,1.0,5.0,4.0,28112243
1794,VEIASWam8JwJZCTh9Fpm,335,0.0,82.0,3.0,4.0,3.0,28112243
1795,VEIASWam8JwJZCTh9Fpm,335,1.0,92.0,4.0,5.0,5.0,28112243
1796,VEIASWam8JwJZCTh9Fpm,335,2.0,77.0,4.0,4.0,4.0,28112243
1797,VEIASWam8JwJZCTh9Fpm,335,3.0,85.0,3.0,4.0,4.0,28112243
1798,VEIASWam8JwJZCTh9Fpm,335,4.0,87.0,3.0,4.0,4.0,28112243
1799,VEIASWam8JwJZCTh9Fpm,335,5.0,68.0,1.0,2.0,2.0,28112243
1800,wsOTwqJfwvbj9rmKVjdp,335,0.0,65.0,3.0,2.0,4.0,28112243
1801,wsOTwqJfwvbj9rmKVjdp,335,1.0,65.0,2.0,2.0,2.0,28112243
1802,wsOTwqJfwvbj9rmKVjdp,335,2.0,57.0,3.0,2.0,4.0,28112243
1803,wsOTwqJfwvbj9rmKVjdp,335,3.0,90.0,4.0,4.0,4.0,28112243
1804,wsOTwqJfwvbj9rmKVjdp,335,4.0,100.0,4.0,4.0,4.0,28112243
1805,wsOTwqJfwvbj9rmKVjdp,335,5.0,6.0,1.0,0.0,3.0,28112243
1806,6TSRxP0QmqGmjb2eQyns,21,0.0,60.0,3.0,2.0,3.0,25330877
1807,6TSRxP0QmqGmjb2eQyns,21,1.0,4.0,1.0,3.0,3.0,25330877
1808,6TSRxP0QmqGmjb2eQyns,21,2.0,50.0,2.0,3.0,3.0,25330877
1809,6TSRxP0QmqGmjb2eQyns,21,3.0,50.0,2.0,3.0,3.0,25330877
1810,6TSRxP0QmqGmjb2eQyns,21,4.0,0.0,1.0,3.0,3.0,25330877
1811,6TSRxP0QmqGmjb2eQyns,21,5.0,1.0,1.0,3.0,3.0,25330877
1812,PAdexIEu1dK4KU73pzhM,21,0.0,,,,,25330877
1813,PAdexIEu1dK4KU73pzhM,21,1.0,,,,,25330877
1814,PAdexIEu1dK4KU73pzhM,21,2.0,87.0,4.0,4.0,4.0,25330877
1815,PAdexIEu1dK4KU73pzhM,21,3.0,87.0,4.0,4.0,4.0,25330877
1816,PAdexIEu1dK4KU73pzhM,21,4.0,,,,,25330877
1817,PAdexIEu1dK4KU73pzhM,21,5.0,,,,,25330877
1818,Xe9Jiclu9Wt8pFaySxXD,21,0.0,67.0,3.0,3.0,3.0,25330877
1819,Xe9Jiclu9Wt8pFaySxXD,21,1.0,51.0,3.0,2.0,2.0,25330877
1820,Xe9Jiclu9Wt8pFaySxXD,21,2.0,88.0,4.0,3.0,3.0,25330877
1821,Xe9Jiclu9Wt8pFaySxXD,21,3.0,88.0,4.0,3.0,3.0,25330877
1822,Xe9Jiclu9Wt8pFaySxXD,21,4.0,51.0,2.0,2.0,2.0,25330877
1823,Xe9Jiclu9Wt8pFaySxXD,21,5.0,51.0,3.0,3.0,3.0,25330877
1824,6TSRxP0QmqGmjb2eQyns,45,0.0,5.0,2.0,3.0,3.0,250715
1825,6TSRxP0QmqGmjb2eQyns,45,1.0,100.0,5.0,3.0,3.0,250715
1826,6TSRxP0QmqGmjb2eQyns,45,2.0,3.0,1.0,3.0,3.0,250715
1827,6TSRxP0QmqGmjb2eQyns,45,3.0,70.0,3.0,4.0,4.0,250715
1828,6TSRxP0QmqGmjb2eQyns,45,4.0,90.0,5.0,4.0,4.0,250715
1829,6TSRxP0QmqGmjb2eQyns,45,5.0,15.0,1.0,3.0,3.0,250715
1830,6meICs11BcPhaKH5KOYf,45,0.0,3.0,3.0,2.0,2.0,250715
1831,6meICs11BcPhaKH5KOYf,45,1.0,100.0,5.0,5.0,5.0,250715
1832,6meICs11BcPhaKH5KOYf,45,2.0,19.0,3.0,3.0,3.0,250715
1833,6meICs11BcPhaKH5KOYf,45,3.0,100.0,4.0,4.0,4.0,250715
1834,6meICs11BcPhaKH5KOYf,45,4.0,86.0,5.0,5.0,5.0,250715
1835,6meICs11BcPhaKH5KOYf,45,5.0,2.0,1.0,1.0,1.0,250715
1836,6VM1Ty0IL1RqSFyq8DBS,199,0.0,1.0,3.0,5.0,5.0,38531570
1837,6VM1Ty0IL1RqSFyq8DBS,199,1.0,100.0,5.0,5.0,5.0,38531570
1838,6VM1Ty0IL1RqSFyq8DBS,199,2.0,100.0,5.0,5.0,5.0,38531570
1839,6VM1Ty0IL1RqSFyq8DBS,199,3.0,4.0,3.0,5.0,5.0,38531570
1840,6VM1Ty0IL1RqSFyq8DBS,199,4.0,3.0,3.0,5.0,5.0,38531570
1841,6VM1Ty0IL1RqSFyq8DBS,199,5.0,2.0,3.0,5.0,5.0,38531570
1842,Z6NroubrUkexF0pG9cSt,199,0.0,50.0,3.0,1.0,5.0,38531570
1843,Z6NroubrUkexF0pG9cSt,199,1.0,50.0,3.0,1.0,5.0,38531570
1844,Z6NroubrUkexF0pG9cSt,199,2.0,50.0,3.0,1.0,5.0,38531570
1845,Z6NroubrUkexF0pG9cSt,199,3.0,50.0,3.0,1.0,5.0,38531570
1846,Z6NroubrUkexF0pG9cSt,199,4.0,0.0,3.0,1.0,2.0,38531570
1847,Z6NroubrUkexF0pG9cSt,199,5.0,3.0,1.0,1.0,5.0,38531570
1848,6VM1Ty0IL1RqSFyq8DBS,285,0.0,81.0,4.0,5.0,3.0,46582738
1849,6VM1Ty0IL1RqSFyq8DBS,285,1.0,99.0,5.0,5.0,5.0,46582738
1850,6VM1Ty0IL1RqSFyq8DBS,285,2.0,99.0,5.0,5.0,5.0,46582738
1851,6VM1Ty0IL1RqSFyq8DBS,285,3.0,99.0,5.0,5.0,5.0,46582738
1852,6VM1Ty0IL1RqSFyq8DBS,285,4.0,99.0,5.0,5.0,5.0,46582738
1853,6VM1Ty0IL1RqSFyq8DBS,285,5.0,0.0,2.0,3.0,5.0,46582738
1854,HHWOgcVvCMlLsOQwTKlu,285,0.0,100.0,5.0,5.0,5.0,46582738
1855,HHWOgcVvCMlLsOQwTKlu,285,1.0,100.0,5.0,5.0,5.0,46582738
1856,HHWOgcVvCMlLsOQwTKlu,285,2.0,100.0,5.0,5.0,5.0,46582738
1857,HHWOgcVvCMlLsOQwTKlu,285,3.0,100.0,5.0,5.0,5.0,46582738
1858,HHWOgcVvCMlLsOQwTKlu,285,4.0,100.0,5.0,5.0,5.0,46582738
1859,HHWOgcVvCMlLsOQwTKlu,285,5.0,0.0,1.0,2.0,5.0,46582738
1860,zEuJqB0HHRxXpH8ibFol,285,0.0,90.0,5.0,5.0,5.0,46582738
1861,zEuJqB0HHRxXpH8ibFol,285,1.0,100.0,5.0,5.0,5.0,46582738
1862,zEuJqB0HHRxXpH8ibFol,285,2.0,100.0,5.0,5.0,5.0,46582738
1863,zEuJqB0HHRxXpH8ibFol,285,3.0,100.0,5.0,5.0,5.0,46582738
1864,zEuJqB0HHRxXpH8ibFol,285,4.0,100.0,5.0,5.0,5.0,46582738
1865,zEuJqB0HHRxXpH8ibFol,285,5.0,0.0,1.0,4.0,5.0,46582738
1866,6VM1Ty0IL1RqSFyq8DBS,361,0.0,100.0,5.0,5.0,5.0,23014692
1867,6VM1Ty0IL1RqSFyq8DBS,361,1.0,15.0,3.0,5.0,5.0,23014692
1868,6VM1Ty0IL1RqSFyq8DBS,361,2.0,4.0,2.0,5.0,5.0,23014692
1869,6VM1Ty0IL1RqSFyq8DBS,361,3.0,10.0,3.0,5.0,5.0,23014692
1870,6VM1Ty0IL1RqSFyq8DBS,361,4.0,34.0,4.0,5.0,5.0,23014692
